time(s),rank-worker,number-of-nodes,algorithm,thing-measured
0.072755,1,4,CPU-naive,perform-allgatherv
32.274895,1,4,CPU-naive,compute-block-C-result
0.481275,2,4,CPU-naive,init-A-B-C
0.005032,2,4,CPU-naive,compute-col-block-B
0.000004,2,4,CPU-naive,get-ready-allgatherv
0.047840,2,4,CPU-naive,perform-allgatherv
32.524527,2,4,CPU-naive,compute-block-C-result
0.005085,2,4,CPU-naive,compute-col-block-B
0.000003,2,4,CPU-naive,get-ready-allgatherv
0.030092,2,4,CPU-naive,perform-allgatherv
32.404453,2,4,CPU-naive,compute-block-C-result
0.002679,2,4,CPU-naive,compute-col-block-B
0.000003,2,4,CPU-naive,get-ready-allgatherv
0.030185,2,4,CPU-naive,perform-allgatherv
32.326024,2,4,CPU-naive,compute-block-C-result
0.002647,2,4,CPU-naive,compute-col-block-B
0.000003,2,4,CPU-naive,get-ready-allgatherv
0.029274,2,4,CPU-naive,perform-allgatherv
32.281585,2,4,CPU-naive,compute-block-C-result
0.240912,6,8,CPU-naive,init-A-B-C
0.001432,6,8,CPU-naive,compute-col-block-B
0.000006,6,8,CPU-naive,get-ready-allgatherv
0.243854,6,8,CPU-naive,perform-allgatherv
7.426765,6,8,CPU-naive,compute-block-C-result
0.009150,6,8,CPU-naive,compute-col-block-B
0.000005,6,8,CPU-naive,get-ready-allgatherv
0.174832,6,8,CPU-naive,perform-allgatherv
7.386318,6,8,CPU-naive,compute-block-C-result
0.001770,6,8,CPU-naive,compute-col-block-B
0.000005,6,8,CPU-naive,get-ready-allgatherv
0.160390,6,8,CPU-naive,perform-allgatherv
7.387103,6,8,CPU-naive,compute-block-C-result
0.001770,6,8,CPU-naive,compute-col-block-B
0.000005,6,8,CPU-naive,get-ready-allgatherv
0.124108,6,8,CPU-naive,perform-allgatherv
7.380833,6,8,CPU-naive,compute-block-C-result
0.001753,6,8,CPU-naive,compute-col-block-B
0.000004,6,8,CPU-naive,get-ready-allgatherv
0.134977,6,8,CPU-naive,perform-allgatherv
7.384232,6,8,CPU-naive,compute-block-C-result
0.001756,6,8,CPU-naive,compute-col-block-B
0.000004,6,8,CPU-naive,get-ready-allgatherv
0.119851,6,8,CPU-naive,perform-allgatherv
7.381583,6,8,CPU-naive,compute-block-C-result
0.001756,6,8,CPU-naive,compute-col-block-B
0.000004,6,8,CPU-naive,get-ready-allgatherv
0.139346,6,8,CPU-naive,perform-allgatherv
7.381771,6,8,CPU-naive,compute-block-C-result
0.001757,6,8,CPU-naive,compute-col-block-B
0.000005,6,8,CPU-naive,get-ready-allgatherv
0.132950,6,8,CPU-naive,perform-allgatherv
7.383221,6,8,CPU-naive,compute-block-C-result
0.240948,7,8,CPU-naive,init-A-B-C
0.001475,7,8,CPU-naive,compute-col-block-B
0.000004,7,8,CPU-naive,get-ready-allgatherv
0.232317,7,8,CPU-naive,perform-allgatherv
7.494135,7,8,CPU-naive,compute-block-C-result
0.009933,7,8,CPU-naive,compute-col-block-B
0.000005,7,8,CPU-naive,get-ready-allgatherv
0.102022,7,8,CPU-naive,perform-allgatherv
7.388350,7,8,CPU-naive,compute-block-C-result
0.001774,7,8,CPU-naive,compute-col-block-B
0.000004,7,8,CPU-naive,get-ready-allgatherv
0.163764,7,8,CPU-naive,perform-allgatherv
7.381287,7,8,CPU-naive,compute-block-C-result
0.001775,7,8,CPU-naive,compute-col-block-B
0.000004,7,8,CPU-naive,get-ready-allgatherv
0.131600,7,8,CPU-naive,perform-allgatherv
7.382028,7,8,CPU-naive,compute-block-C-result
0.001774,7,8,CPU-naive,compute-col-block-B
0.000005,7,8,CPU-naive,get-ready-allgatherv
0.132163,7,8,CPU-naive,perform-allgatherv
7.383427,7,8,CPU-naive,compute-block-C-result
0.001767,7,8,CPU-naive,compute-col-block-B
0.000004,7,8,CPU-naive,get-ready-allgatherv
0.120592,7,8,CPU-naive,perform-allgatherv
7.378280,7,8,CPU-naive,compute-block-C-result
0.001775,7,8,CPU-naive,compute-col-block-B
0.000005,7,8,CPU-naive,get-ready-allgatherv
0.142874,7,8,CPU-naive,perform-allgatherv
7.385665,7,8,CPU-naive,compute-block-C-result
0.001771,7,8,CPU-naive,compute-col-block-B
0.000005,7,8,CPU-naive,get-ready-allgatherv
0.128653,7,8,CPU-naive,perform-allgatherv
7.384030,7,8,CPU-naive,compute-block-C-result
0.240510,3,8,CPU-naive,init-A-B-C
0.001420,3,8,CPU-naive,compute-col-block-B
0.000004,3,8,CPU-naive,get-ready-allgatherv
0.241074,3,8,CPU-naive,perform-allgatherv
7.482504,3,8,CPU-naive,compute-block-C-result
0.001282,3,8,CPU-naive,compute-col-block-B
0.000005,3,8,CPU-naive,get-ready-allgatherv
0.126090,3,8,CPU-naive,perform-allgatherv
7.445557,3,8,CPU-naive,compute-block-C-result
0.001789,3,8,CPU-naive,compute-col-block-B
0.000005,3,8,CPU-naive,get-ready-allgatherv
0.103857,3,8,CPU-naive,perform-allgatherv
7.414829,3,8,CPU-naive,compute-block-C-result
0.001798,3,8,CPU-naive,compute-col-block-B
0.000005,3,8,CPU-naive,get-ready-allgatherv
0.098768,3,8,CPU-naive,perform-allgatherv
7.434189,3,8,CPU-naive,compute-block-C-result
0.001794,3,8,CPU-naive,compute-col-block-B
0.000005,3,8,CPU-naive,get-ready-allgatherv
0.080024,3,8,CPU-naive,perform-allgatherv
7.429873,3,8,CPU-naive,compute-block-C-result
0.001809,3,8,CPU-naive,compute-col-block-B
0.000005,3,8,CPU-naive,get-ready-allgatherv
0.074107,3,8,CPU-naive,perform-allgatherv
7.433537,3,8,CPU-naive,compute-block-C-result
0.001826,3,8,CPU-naive,compute-col-block-B
0.000004,3,8,CPU-naive,get-ready-allgatherv
0.087381,3,8,CPU-naive,perform-allgatherv
7.433764,3,8,CPU-naive,compute-block-C-result
0.001794,3,8,CPU-naive,compute-col-block-B
0.000004,3,8,CPU-naive,get-ready-allgatherv
0.080710,3,8,CPU-naive,perform-allgatherv
7.433588,3,8,CPU-naive,compute-block-C-result
0.241033,1,8,CPU-naive,init-A-B-C
0.001430,1,8,CPU-naive,compute-col-block-B
0.000005,1,8,CPU-naive,get-ready-allgatherv
0.241391,1,8,CPU-naive,perform-allgatherv
7.593878,1,8,CPU-naive,compute-block-C-result
0.001291,1,8,CPU-naive,compute-col-block-B
0.000005,1,8,CPU-naive,get-ready-allgatherv
0.017033,1,8,CPU-naive,perform-allgatherv
7.457046,1,8,CPU-naive,compute-block-C-result
0.001801,1,8,CPU-naive,compute-col-block-B
0.000005,1,8,CPU-naive,get-ready-allgatherv
0.088931,1,8,CPU-naive,perform-allgatherv
7.406068,1,8,CPU-naive,compute-block-C-result
0.001803,1,8,CPU-naive,compute-col-block-B
0.000004,1,8,CPU-naive,get-ready-allgatherv
0.107569,1,8,CPU-naive,perform-allgatherv
7.464045,1,8,CPU-naive,compute-block-C-result
0.001785,1,8,CPU-naive,compute-col-block-B
0.000005,1,8,CPU-naive,get-ready-allgatherv
0.050068,1,8,CPU-naive,perform-allgatherv
7.464404,1,8,CPU-naive,compute-block-C-result
0.001804,1,8,CPU-naive,compute-col-block-B
0.000004,1,8,CPU-naive,get-ready-allgatherv
0.039693,1,8,CPU-naive,perform-allgatherv
7.440892,1,8,CPU-naive,compute-block-C-result
0.001800,1,8,CPU-naive,compute-col-block-B
0.000004,1,8,CPU-naive,get-ready-allgatherv
0.079847,1,8,CPU-naive,perform-allgatherv
7.462744,1,8,CPU-naive,compute-block-C-result
0.001786,1,8,CPU-naive,compute-col-block-B
0.000004,1,8,CPU-naive,get-ready-allgatherv
0.051930,1,8,CPU-naive,perform-allgatherv
7.447062,1,8,CPU-naive,compute-block-C-result
0.240858,2,8,CPU-naive,init-A-B-C
0.001442,2,8,CPU-naive,compute-col-block-B
0.000006,2,8,CPU-naive,get-ready-allgatherv
0.242035,2,8,CPU-naive,perform-allgatherv
7.435983,2,8,CPU-naive,compute-block-C-result
0.001288,2,8,CPU-naive,compute-col-block-B
0.000005,2,8,CPU-naive,get-ready-allgatherv
0.175268,2,8,CPU-naive,perform-allgatherv
7.461394,2,8,CPU-naive,compute-block-C-result
0.001806,2,8,CPU-naive,compute-col-block-B
0.000005,2,8,CPU-naive,get-ready-allgatherv
0.085289,2,8,CPU-naive,perform-allgatherv
7.449223,2,8,CPU-naive,compute-block-C-result
0.001797,2,8,CPU-naive,compute-col-block-B
0.000005,2,8,CPU-naive,get-ready-allgatherv
0.061964,2,8,CPU-naive,perform-allgatherv
7.447435,2,8,CPU-naive,compute-block-C-result
0.001809,2,8,CPU-naive,compute-col-block-B
0.000005,2,8,CPU-naive,get-ready-allgatherv
0.068321,2,8,CPU-naive,perform-allgatherv
7.458057,2,8,CPU-naive,compute-block-C-result
0.001798,2,8,CPU-naive,compute-col-block-B
0.000005,2,8,CPU-naive,get-ready-allgatherv
0.045984,2,8,CPU-naive,perform-allgatherv
7.459846,2,8,CPU-naive,compute-block-C-result
0.001793,2,8,CPU-naive,compute-col-block-B
0.000004,2,8,CPU-naive,get-ready-allgatherv
0.061050,2,8,CPU-naive,perform-allgatherv
7.430405,2,8,CPU-naive,compute-block-C-result
0.001806,2,8,CPU-naive,compute-col-block-B
0.000004,2,8,CPU-naive,get-ready-allgatherv
0.084268,2,8,CPU-naive,perform-allgatherv
7.463427,2,8,CPU-naive,compute-block-C-result
0.242461,4,8,CPU-naive,init-A-B-C
0.001498,4,8,CPU-naive,compute-col-block-B
0.000005,4,8,CPU-naive,get-ready-allgatherv
0.238241,4,8,CPU-naive,perform-allgatherv
7.510982,4,8,CPU-naive,compute-block-C-result
0.009544,4,8,CPU-naive,compute-col-block-B
0.000004,4,8,CPU-naive,get-ready-allgatherv
0.089212,4,8,CPU-naive,perform-allgatherv
7.487522,4,8,CPU-naive,compute-block-C-result
0.001748,4,8,CPU-naive,compute-col-block-B
0.000005,4,8,CPU-naive,get-ready-allgatherv
0.059751,4,8,CPU-naive,perform-allgatherv
7.475510,4,8,CPU-naive,compute-block-C-result
0.001743,4,8,CPU-naive,compute-col-block-B
0.000005,4,8,CPU-naive,get-ready-allgatherv
0.038101,4,8,CPU-naive,perform-allgatherv
7.477143,4,8,CPU-naive,compute-block-C-result
0.001743,4,8,CPU-naive,compute-col-block-B
0.000005,4,8,CPU-naive,get-ready-allgatherv
0.038835,4,8,CPU-naive,perform-allgatherv
7.478948,4,8,CPU-naive,compute-block-C-result
0.001745,4,8,CPU-naive,compute-col-block-B
0.000004,4,8,CPU-naive,get-ready-allgatherv
0.024930,4,8,CPU-naive,perform-allgatherv
7.480712,4,8,CPU-naive,compute-block-C-result
0.001748,4,8,CPU-naive,compute-col-block-B
0.000004,4,8,CPU-naive,get-ready-allgatherv
0.040314,4,8,CPU-naive,perform-allgatherv
7.476369,4,8,CPU-naive,compute-block-C-result
0.001746,4,8,CPU-naive,compute-col-block-B
0.000004,4,8,CPU-naive,get-ready-allgatherv
0.038351,4,8,CPU-naive,perform-allgatherv
7.480294,4,8,CPU-naive,compute-block-C-result
0.240148,0,8,CPU-naive,init-A-B-C
0.001430,0,8,CPU-naive,compute-col-block-B
0.000006,0,8,CPU-naive,get-ready-allgatherv
0.240561,0,8,CPU-naive,perform-allgatherv
7.422810,0,8,CPU-naive,compute-block-C-result
0.001442,0,8,CPU-naive,compute-col-block-B
0.000005,0,8,CPU-naive,get-ready-allgatherv
0.185191,0,8,CPU-naive,perform-allgatherv
7.500218,0,8,CPU-naive,compute-block-C-result
0.001799,0,8,CPU-naive,compute-col-block-B
0.000004,0,8,CPU-naive,get-ready-allgatherv
0.045558,0,8,CPU-naive,perform-allgatherv
7.479913,0,8,CPU-naive,compute-block-C-result
0.001790,0,8,CPU-naive,compute-col-block-B
0.000004,0,8,CPU-naive,get-ready-allgatherv
0.033422,0,8,CPU-naive,perform-allgatherv
7.452000,0,8,CPU-naive,compute-block-C-result
0.001786,0,8,CPU-naive,compute-col-block-B
0.000005,0,8,CPU-naive,get-ready-allgatherv
0.063921,0,8,CPU-naive,perform-allgatherv
7.437139,0,8,CPU-naive,compute-block-C-result
0.001787,0,8,CPU-naive,compute-col-block-B
0.000004,0,8,CPU-naive,get-ready-allgatherv
0.066936,0,8,CPU-naive,perform-allgatherv
7.468789,0,8,CPU-naive,compute-block-C-result
0.001777,0,8,CPU-naive,compute-col-block-B
0.000005,0,8,CPU-naive,get-ready-allgatherv
0.051946,0,8,CPU-naive,perform-allgatherv
7.484444,0,8,CPU-naive,compute-block-C-result
0.001793,0,8,CPU-naive,compute-col-block-B
0.000004,0,8,CPU-naive,get-ready-allgatherv
0.030215,0,8,CPU-naive,perform-allgatherv
7.485951,0,8,CPU-naive,compute-block-C-result
0.240790,5,8,CPU-naive,init-A-B-C
0.001432,5,8,CPU-naive,compute-col-block-B
0.000006,5,8,CPU-naive,get-ready-allgatherv
0.243994,5,8,CPU-naive,perform-allgatherv
7.487251,5,8,CPU-naive,compute-block-C-result
0.001302,5,8,CPU-naive,compute-col-block-B
0.000005,5,8,CPU-naive,get-ready-allgatherv
0.123716,5,8,CPU-naive,perform-allgatherv
7.536837,5,8,CPU-naive,compute-block-C-result
0.001784,5,8,CPU-naive,compute-col-block-B
0.000005,5,8,CPU-naive,get-ready-allgatherv
0.007235,5,8,CPU-naive,perform-allgatherv
7.506325,5,8,CPU-naive,compute-block-C-result
0.001779,5,8,CPU-naive,compute-col-block-B
0.000004,5,8,CPU-naive,get-ready-allgatherv
0.007329,5,8,CPU-naive,perform-allgatherv
7.508582,5,8,CPU-naive,compute-block-C-result
0.001777,5,8,CPU-naive,compute-col-block-B
0.000004,5,8,CPU-naive,get-ready-allgatherv
0.005544,5,8,CPU-naive,perform-allgatherv
7.498550,5,8,CPU-naive,compute-block-C-result
0.001772,5,8,CPU-naive,compute-col-block-B
0.000004,5,8,CPU-naive,get-ready-allgatherv
0.005578,5,8,CPU-naive,perform-allgatherv
7.515193,5,8,CPU-naive,compute-block-C-result
0.001777,5,8,CPU-naive,compute-col-block-B
0.000004,5,8,CPU-naive,get-ready-allgatherv
0.005567,5,8,CPU-naive,perform-allgatherv
7.509075,5,8,CPU-naive,compute-block-C-result
0.001772,5,8,CPU-naive,compute-col-block-B
0.000005,5,8,CPU-naive,get-ready-allgatherv
0.005611,5,8,CPU-naive,perform-allgatherv
7.513466,5,8,CPU-naive,compute-block-C-result
0.120626,3,16,CPU-naive,init-A-B-C
0.000453,3,16,CPU-naive,compute-col-block-B
0.000009,3,16,CPU-naive,get-ready-allgatherv
0.121977,3,16,CPU-naive,perform-allgatherv
1.084457,3,16,CPU-naive,compute-block-C-result
0.004970,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.059729,3,16,CPU-naive,perform-allgatherv
1.043897,3,16,CPU-naive,compute-block-C-result
0.000706,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.040673,3,16,CPU-naive,perform-allgatherv
1.041295,3,16,CPU-naive,compute-block-C-result
0.000691,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.031763,3,16,CPU-naive,perform-allgatherv
1.038959,3,16,CPU-naive,compute-block-C-result
0.000677,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.031514,3,16,CPU-naive,perform-allgatherv
1.038923,3,16,CPU-naive,compute-block-C-result
0.000673,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.030258,3,16,CPU-naive,perform-allgatherv
1.038575,3,16,CPU-naive,compute-block-C-result
0.000667,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.029533,3,16,CPU-naive,perform-allgatherv
1.038566,3,16,CPU-naive,compute-block-C-result
0.000666,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.040056,3,16,CPU-naive,perform-allgatherv
1.038498,3,16,CPU-naive,compute-block-C-result
0.000661,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.033360,3,16,CPU-naive,perform-allgatherv
1.038590,3,16,CPU-naive,compute-block-C-result
0.000667,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.040318,3,16,CPU-naive,perform-allgatherv
1.039059,3,16,CPU-naive,compute-block-C-result
0.000668,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.033106,3,16,CPU-naive,perform-allgatherv
1.039330,3,16,CPU-naive,compute-block-C-result
0.000671,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.031183,3,16,CPU-naive,perform-allgatherv
1.038762,3,16,CPU-naive,compute-block-C-result
0.000667,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.032709,3,16,CPU-naive,perform-allgatherv
1.038910,3,16,CPU-naive,compute-block-C-result
0.000670,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.033923,3,16,CPU-naive,perform-allgatherv
1.039203,3,16,CPU-naive,compute-block-C-result
0.000669,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.035883,3,16,CPU-naive,perform-allgatherv
1.038618,3,16,CPU-naive,compute-block-C-result
0.000670,3,16,CPU-naive,compute-col-block-B
0.000007,3,16,CPU-naive,get-ready-allgatherv
0.042138,3,16,CPU-naive,perform-allgatherv
1.037821,3,16,CPU-naive,compute-block-C-result
0.120806,5,16,CPU-naive,init-A-B-C
0.000459,5,16,CPU-naive,compute-col-block-B
0.000008,5,16,CPU-naive,get-ready-allgatherv
0.121730,5,16,CPU-naive,perform-allgatherv
1.101367,5,16,CPU-naive,compute-block-C-result
0.005012,5,16,CPU-naive,compute-col-block-B
0.000007,5,16,CPU-naive,get-ready-allgatherv
0.042745,5,16,CPU-naive,perform-allgatherv
1.049618,5,16,CPU-naive,compute-block-C-result
0.000687,5,16,CPU-naive,compute-col-block-B
0.000007,5,16,CPU-naive,get-ready-allgatherv
0.035364,5,16,CPU-naive,perform-allgatherv
1.044093,5,16,CPU-naive,compute-block-C-result
0.000659,5,16,CPU-naive,compute-col-block-B
0.000008,5,16,CPU-naive,get-ready-allgatherv
0.028687,5,16,CPU-naive,perform-allgatherv
1.042460,5,16,CPU-naive,compute-block-C-result
0.000656,5,16,CPU-naive,compute-col-block-B
0.000007,5,16,CPU-naive,get-ready-allgatherv
0.028032,5,16,CPU-naive,perform-allgatherv
1.041728,5,16,CPU-naive,compute-block-C-result
0.000659,5,16,CPU-naive,compute-col-block-B
0.000007,5,16,CPU-naive,get-ready-allgatherv
0.027472,5,16,CPU-naive,perform-allgatherv
1.041436,5,16,CPU-naive,compute-block-C-result
0.000656,5,16,CPU-naive,compute-col-block-B
0.000007,5,16,CPU-naive,get-ready-allgatherv
0.026692,5,16,CPU-naive,perform-allgatherv
1.040298,5,16,CPU-naive,compute-block-C-result
0.000655,5,16,CPU-naive,compute-col-block-B
0.000007,5,16,CPU-naive,get-ready-allgatherv
0.038336,5,16,CPU-naive,perform-allgatherv
1.040640,5,16,CPU-naive,compute-block-C-result
0.000661,5,16,CPU-naive,compute-col-block-B
0.000008,5,16,CPU-naive,get-ready-allgatherv
0.031054,5,16,CPU-naive,perform-allgatherv
1.042104,5,16,CPU-naive,compute-block-C-result
0.000663,5,16,CPU-naive,compute-col-block-B
0.000008,5,16,CPU-naive,get-ready-allgatherv
0.036968,5,16,CPU-naive,perform-allgatherv
1.043388,5,16,CPU-naive,compute-block-C-result
0.000661,5,16,CPU-naive,compute-col-block-B
0.000007,5,16,CPU-naive,get-ready-allgatherv
0.028718,5,16,CPU-naive,perform-allgatherv
1.040811,5,16,CPU-naive,compute-block-C-result
0.000665,5,16,CPU-naive,compute-col-block-B
0.000011,5,16,CPU-naive,get-ready-allgatherv
0.029767,5,16,CPU-naive,perform-allgatherv
1.040745,5,16,CPU-naive,compute-block-C-result
0.000669,5,16,CPU-naive,compute-col-block-B
0.000007,5,16,CPU-naive,get-ready-allgatherv
0.030645,5,16,CPU-naive,perform-allgatherv
1.041250,5,16,CPU-naive,compute-block-C-result
0.000665,5,16,CPU-naive,compute-col-block-B
0.000007,5,16,CPU-naive,get-ready-allgatherv
0.031588,5,16,CPU-naive,perform-allgatherv
1.042169,5,16,CPU-naive,compute-block-C-result
0.000667,5,16,CPU-naive,compute-col-block-B
0.000007,5,16,CPU-naive,get-ready-allgatherv
0.032988,5,16,CPU-naive,perform-allgatherv
1.042416,5,16,CPU-naive,compute-block-C-result
0.000670,5,16,CPU-naive,compute-col-block-B
0.000007,5,16,CPU-naive,get-ready-allgatherv
0.038348,5,16,CPU-naive,perform-allgatherv
1.042029,5,16,CPU-naive,compute-block-C-result
0.120229,0,16,CPU-naive,init-A-B-C
0.000453,0,16,CPU-naive,compute-col-block-B
0.000008,0,16,CPU-naive,get-ready-allgatherv
0.123349,0,16,CPU-naive,perform-allgatherv
1.101065,0,16,CPU-naive,compute-block-C-result
0.004939,0,16,CPU-naive,compute-col-block-B
0.000009,0,16,CPU-naive,get-ready-allgatherv
0.042926,0,16,CPU-naive,perform-allgatherv
1.065009,0,16,CPU-naive,compute-block-C-result
0.000690,0,16,CPU-naive,compute-col-block-B
0.000009,0,16,CPU-naive,get-ready-allgatherv
0.018976,0,16,CPU-naive,perform-allgatherv
1.056297,0,16,CPU-naive,compute-block-C-result
0.000674,0,16,CPU-naive,compute-col-block-B
0.000008,0,16,CPU-naive,get-ready-allgatherv
0.017293,0,16,CPU-naive,perform-allgatherv
1.055005,0,16,CPU-naive,compute-block-C-result
